laptop_id,img_link,name,laptop_brand,usecases,price_rm,tags
567,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70,ASUS Chromebook Flip Touch Celeron Dual Core,ASUS,Ultra-portable,1264.45,intel celeron dual core processor 4 gb lpddr4 ram chrome oper system ultra-port
568,https://rukminim1.flixcart.com/image/312/312/kolsscw0/computer/w/p/g/na-2-in-1-laptop-hp-original-imag3ff2hphu2zmy.jpeg?q=70,HP HP Envy Ryzen 7 Octa Core 4700U,HP, Gaming,4488.0,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system game
569,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/l/7/m/-original-imagetj2awbvdju6.jpeg?q=70,ASUS TUF Gaming F15 (2022) Core i7 12th Gen,ASUS, Budget Friendly,6764.45,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system budget friendli
570,https://rukminim1.flixcart.com/image/312/312/kxuqdu80/computer/o/u/j/lenovo-core-i5-laptop-lenovo-original-imaga7u8ehmnfggx.jpeg?q=70,Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U,Lenovo, Budget Friendly,2639.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram window 11 oper system budget friendli
572,https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/q/5/z/x409fa-ek617t-thin-and-light-laptop-asus-original-imag5rwhrgjtgkyq.jpeg?q=70,ASUS Vivobook 14 Core i3 10th Gen,ASUS, Budget Friendly,1685.75,intel core i3 processor (10th gen) 4 gb ddr4 ram 64 bit window 10 oper system budget friendli
573,https://rukminim1.flixcart.com/image/312/312/k7531jk0/computer/e/a/h/hp-original-imafpfs893zu5mhb.jpeg?q=70,HP 15s Ryzen 5 Quad Core 3500U,HP, Business/Professional,2891.625,amd ryzen 5 quad core processor 8 gb ddr4 ram 64 bit window 10 oper system business/profession
574,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/z/0/m/ideapad-slim-laptop-lenovo-original-imag57x3p7bw8y8b.jpeg?q=70,Lenovo Core i3 10th Gen,Lenovo, Budget Friendly,2083.95,intel core i3 processor (10th gen) 4 gb ddr4 ram window 10 oper system budget friendli
576,https://rukminim1.flixcart.com/image/312/312/ky4qgsw0/computer/j/f/5/240-g8-laptop-hp-original-imagaffva46zgucg.jpeg?q=70,HP Core i3 11th Gen,HP, Budget Friendly,2193.95,intel core i3 processor (11th gen) 8 gb ddr4 ram window 11 oper system budget friendli
578,https://rukminim1.flixcart.com/image/312/312/kar44280/computer/f/6/p/asus-na-thin-and-light-laptop-original-imafs92tpthajprz.jpeg?q=70,ASUS VivoBook 14 Core i3 7th Gen,ASUS, Business/Professional,1869.45,intel core i3 processor (7th gen) 4 gb ddr4 ram 64 bit window 10 oper system business/profession
579,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/v/i/-original-imagggnnxdzu38xy.jpeg?q=70,HP 15s Intel Core i5 12th Gen,HP, Gaming,3480.95,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system game
580,https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70,HP 15s Core i5 11th Gen,HP, Multimedia/Entertainment,3022.8,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system multimedia/entertain
582,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/computer/g/z/g/na-thin-and-light-laptop-avita-original-imag6y5qsuewhwks.jpeg?q=70,Avita PURA APU Dual Core A6 9220e,Avita, Budget Friendly,1346.95,amd apu dual core a6 processor 8 gb ddr4 ram 64 bit window 10 oper system budget friendli
584,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70,acer Nitro 5 Ryzen 5 Hexa Core AMD R5,acer, Gaming,3739.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system game
585,https://rukminim1.flixcart.com/image/312/312/jkcwakw0/computer/z/z/t/asus-na-thin-and-light-laptop-original-imaf7qdw3zrazcqz.jpeg?q=70,ASUS ZenBook S Core i7 8th Gen,ASUS, Business/Professional,5499.45,intel core i7 processor (8th gen) 16 gb ddr3 ram 64 bit window 10 oper system business/profession
587,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/q/d/n/-original-imagetjymucqggdq.jpeg?q=70,ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i5 12th Gen,ASUS, Gaming,5224.45,intel core i5 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game
591,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,ASUS, Creative/Design,1484.45,amd ryzen 3 dual core processor 4 gb ddr4 ram 64 bit window 10 oper system creative/design
592,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/9/a/k/asus-original-imafvq27mhsqxhek.jpeg?q=70,ASUS ExpertBook P1 Core i5 10th Gen,ASUS,Ultra-portable,3436.95,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system ultra-port
593,https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/computer/c/j/8/hp-original-imagyckn3hqfgp4y.jpeg?q=70,HP 15s Core i3 11th Gen,HP, Home/Everyday use,2307.8,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
594,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/j/h/an515-45-gaming-laptop-acer-original-imagkfjta83h2njz.jpeg?q=70,acer Nitro 5 Ryzen 5 Hexa Core 5600H,acer, Gaming,3794.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram window 11 oper system game
595,https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70,ASUS TUF Dash F15 Core i7 12th Gen,ASUS, Gaming,8228.55,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game
596,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,ASUS, Multimedia/Entertainment,3519.45,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system multimedia/entertain
598,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/8/z/-original-imaggsy54zwpjhkp.jpeg?q=70,GIGABYTE G5 GD Core i5 11th Gen,GIGABYTE, Gaming,3794.45,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system game
599,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,Lenovo, Gaming,3326.95,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
602,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,HP Pavilion Gaming Core i7 11th Gen,HP, Gaming,4345.0,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
603,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70,HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5,HP, Gaming,3520.0,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system game
605,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/computer/b/m/o/na-gaming-laptop-asus-original-imag6xzyryhh82ff.jpeg?q=70,ASUS Core i9 10th Gen,ASUS, Business/Professional,14849.45,intel core i9 processor (10th gen) 32 gb ddr4 ram 64 bit window 10 oper system business/profession
607,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/d/p/w/15-eh1101au-thin-and-light-laptop-hp-original-imag69prbzxur5qq.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core 5500U,HP, Gaming,2783.0,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
608,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70,HP OMEN Ryzen 7 Octa Core AMD R7,HP, Gaming,5955.95,amd ryzen 7 octa core processor 16 gb ddr5 ram 64 bit window 11 oper system game
609,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70,Lenovo IdeaPad Core i3 11th Gen,Lenovo, Home/Everyday use,2089.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit do oper system home/everyday use
610,https://rukminim1.flixcart.com/image/312/312/ky90scw0/computer/q/4/8/vivobook-14-thin-and-light-laptop-asus-original-imagajf5gqrgsgzp.jpeg?q=70,ASUS Vivobook 14 Core i3 11th Gen,ASUS, Home/Everyday use,2144.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
611,https://rukminim1.flixcart.com/image/312/312/l48s9zk0/computer/6/z/k/hp-laptop-255-g8-notebook-notebook-hp-original-imagf6hthg9zbxug.jpeg?q=70,HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250,HP, Home/Everyday use,1977.8,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
612,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,HP Pavilion Gaming Ryzen 5 Hexa Core 4600H,HP, Gaming,4400.0,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
613,https://rukminim1.flixcart.com/image/312/312/kwgpz0w0/computer/s/x/v/x415ea-ek302ws-laptop-asus-original-imag94tepsgcgrgk.jpeg?q=70,ASUS Core i3 11th Gen,ASUS, Home/Everyday use,1704.45,intel core i3 processor (11th gen) 4 gb ddr4 ram 64 bit window 11 oper system home/everyday use
614,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,ASUS, Multimedia/Entertainment,2529.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system multimedia/entertain
616,https://rukminim1.flixcart.com/image/312/312/kqe3low0/computer/m/g/r/inspiron-7415-2-in-1-laptop-dell-original-imag4ewka4uhnx4w.jpeg?q=70,DELL Inspiron Ryzen 7 Octa Core 5700U,DELL, Business/Professional,4729.45,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 10 oper system business/profession
618,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/computer/q/p/u/asus-original-imafy7hcewzzkvj9.jpeg?q=70,ASUS TUF Gaming F17 Core i5 10th Gen,ASUS, Gaming,4069.45,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
620,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70,Lenovo Core i3 11th Gen,Lenovo, Home/Everyday use,2199.45,intel core i3 processor (11th gen) 8 gb ddr4 ram window 11 oper system home/everyday use
622,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/2/d/3/na-thin-and-light-laptop-dell-original-imag7cst7unghqek.jpeg?q=70,DELL Inspiron Core i3 11th Gen,DELL, Home/Everyday use,2391.95,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
626,https://rukminim1.flixcart.com/image/312/312/computer/x/4/g/acer-aspire-notebook-original-imaeqcx3tpzq5cna.jpeg?q=70,acer Spin 7 Core i7 7th Gen,acer, Creative/Design,6599.45,intel core i7 processor (7th gen) 8 gb ddr3 ram 64 bit window 10 oper system creative/design
629,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/k/w/y/na-thin-and-light-laptop-asus-original-imag5bhxcm7ygyh7.jpeg?q=70,ASUS Ryzen 7 Octa Core 5800U,ASUS,Ultra-portable,4399.45,amd ryzen 7 octa core processor 16 gb lpddr4x ram 64 bit window 10 oper system ultra-port
630,https://rukminim1.flixcart.com/image/312/312/j6dxaq80/computer/q/u/6/msi-na-gaming-laptop-original-imaewuvq7gmqcfa3.jpeg?q=70,MSI GL Core i7 7th Gen,MSI, Gaming,3299.45,intel core i7 processor (7th gen) 8 gb ddr4 ram do oper system game
632,https://rukminim1.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70,DELL G15 Core i5 12th Gen,DELL, Gaming,4674.45,intel core i5 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game
634,https://rukminim1.flixcart.com/image/312/312/jmkwya80/computer/g/a/5/lenovo-na-thin-and-light-laptop-original-imaf9gh6stqkvph3.jpeg?q=70,Lenovo Ideapad 720S Core i5 8th Gen,Lenovo, Business/Professional,4124.45,intel core i5 processor (8th gen) 8 gb ddr4 ram 64 bit window 10 oper system business/profession
635,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,HP Pavilion Gaming Core i5 11th Gen,HP, Gaming,3777.95,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
638,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/j/3/s/na-notebook-msi-original-imag4z5jfc9bzwyq.jpeg?q=70,MSI GP76 Core i7 11th Gen,MSI, Gaming,9954.45,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
643,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70,HP 15s Core i3 10th Gen,HP, Home/Everyday use,2213.75,intel core i3 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
644,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70,DELL Core i5 11th Gen,DELL, Business/Professional,3403.95,intel core i5 processor (11th gen) 8 gb ddr4 ram window 11 oper system business/profession
646,https://rukminim1.flixcart.com/image/312/312/kd69z0w0/computer/m/3/u/hp-original-imafu4xzyz5kcr6n.jpeg?q=70,HP Intel Core i5 10th Gen,HP, Business/Professional,5362.5,intel core i5 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system business/profession
647,https://rukminim1.flixcart.com/image/312/312/jraycnk0/computer/w/z/y/asus-na-thin-and-light-laptop-original-imafd3g96rxzxgkn.jpeg?q=70,ASUS ZenBook 13 Core i5 8th Gen,ASUS, Creative/Design,4096.95,intel core i5 processor (8th gen) 8 gb lpddr3 ram 64 bit window 10 oper system creative/design
648,https://rukminim1.flixcart.com/image/312/312/jkcwakw0/computer/h/g/x/asus-na-laptop-original-imaf7qdpm99pq4yd.jpeg?q=70,ASUS ZenBook Pro 15 Core i9 8th Gen,ASUS,Ultra-portable,11532.95,intel core i9 processor (8th gen) 16 gb ddr4 ram 64 bit window 10 oper system ultra-port
649,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,Lenovo, Gaming,4069.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
651,https://rukminim1.flixcart.com/image/312/312/jfk00i80/computer/q/k/u/msi-na-gaming-laptop-original-imaf3zv7xszzuqej.jpeg?q=70,MSI GS Core i7 8th Gen,MSI, Gaming,8249.45,intel core i7 processor (8th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
653,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,ASUS TUF Gaming A17 Ryzen 7 Octa Core AMD R7,ASUS, Gaming,4729.45,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 10 oper system game
654,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70,HP Victus Ryzen 5 Hexa Core 5600H,HP, Gaming,3245.0,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
657,https://rukminim1.flixcart.com/image/312/312/l3uhvgw0/computer/l/s/p/inspiron-7420-2-in-1-laptop-dell-original-imagevrdyqnznyfb.jpeg?q=70,DELL 7000 Series Core i7 12th Gen,DELL,Ultra-portable,5823.95,intel core i7 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system ultra-port
658,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70,Infinix INBook X2 Plus Core i7 11th Gen,Infinix, Creative/Design,2914.45,intel core i7 processor (11th gen) 16 gb lpddr4x ram 64 bit window 11 oper system creative/design
661,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,ASUS TUF Gaming F15 Core i5 10th Gen,ASUS, Gaming,3299.45,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
663,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/e/x/b/-original-imagf4ghfjtdpb3z.jpeg?q=70,HP 15s Intel Core i5 12th Gen,HP, Gaming,3355.0,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system game
664,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/j/g/15s-eq1561au-thin-and-light-laptop-hp-original-imaggsgrjfzpawqa.jpeg?q=70,HP Ryzen 3 Dual Core 3250U,HP, Home/Everyday use,1731.95,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
665,https://rukminim1.flixcart.com/image/312/312/k9he0sw0/computer/m/h/d/microsoft-original-imafr9qyecvfeyta.jpeg?q=70,MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U,MICROSOFT, Business/Professional,5499.45,amd ryzen 5 quad core processor 8 gb ddr4 ram 64 bit window 10 oper system business/profession
670,https://rukminim1.flixcart.com/image/312/312/ke353m80/computer/p/q/m/msi-original-imafuurxjxzy4zcn.jpeg?q=70,MSI GF63 Thin Core i5 9th Gen,MSI, Gaming,3299.45,intel core i5 processor (9th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
671,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/t/q/m/na-chromebook-hp-original-imag4yuphzuyfyc4.jpeg?q=70,HP Chromebook MediaTek Kompanio 500,HP,Ultra-portable,1246.85,mediatek mediatek kompanio 500 processor 4 gb lpddr4x ram chrome oper system ultra-port
674,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/u/r/m/an515-58-gaming-laptop-acer-original-imagd5zzqqpngwmz.jpeg?q=70,acer Nitro 5 Core i5 12th Gen,acer, Gaming,4702.445,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system game
676,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/5/k/z/na-gaming-laptop-lenovo-original-imag5bg5egrw92gp.jpeg?q=70,Lenovo Legion 5 Pro Core i7 11th Gen,Lenovo, Gaming,8366.82,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system game
677,https://rukminim1.flixcart.com/image/312/312/k8ro3gw0/computer/z/p/q/hp-na-original-imafqpnf5tthbuvh.jpeg?q=70,HP Spectre x360 Core i7 10th Gen,HP,Ultra-portable,9019.45,intel core i7 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system ultra-port
678,https://rukminim1.flixcart.com/image/312/312/kf4ajrk0/computer/q/8/5/dell-na-gaming-laptop-original-imafvn3yewuackzs.jpeg?q=70,DELL G7 Core i9 10th Gen,DELL, Gaming,11356.95,intel core i9 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
679,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/k/w/-original-imaggqgcggpau2zr.jpeg?q=70,Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core,Lenovo, Multimedia/Entertainment,1566.95,intel celeron dual core processor 4 gb lpddr4x ram 64 bit chrome oper system multimedia/entertain
680,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/computer/d/4/4/dell-na-laptop-original-imafkcr9faptf52d.jpeg?q=70,DELL Vostro 3000 Core i5 8th Gen,DELL, Business/Professional,2481.93,intel core i5 processor (8th gen) 8 gb ddr4 ram 64 bit window 10 oper system business/profession
682,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/2/o/q/-original-imagetjfvgfsm24g.jpeg?q=70,ASUS TUF Gaming F15 Core i9 11th Gen,ASUS, Gaming,7974.45,intel core i9 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
683,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/r/q/1/f571lh-bq436t-gaming-laptop-asus-original-imag7bhetvcb3fky.jpeg?q=70,ASUS Vivobook Gaming Core i7 10th Gen,ASUS, Gaming,3629.45,intel core i7 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
686,https://rukminim1.flixcart.com/image/312/312/kqe3low0/computer/m/g/r/inspiron-7415-2-in-1-laptop-dell-original-imag4ewka4uhnx4w.jpeg?q=70,DELL Inspiron Ryzen 5 Hexa Core 5500U,DELL, Business/Professional,3656.95,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system business/profession
687,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70,DELL Vostro Core i3 11th Gen,DELL, Budget Friendly,2369.95,intel core i3 processor (11th gen) 4 gb ddr4 ram 64 bit window 11 oper system budget friendli
689,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70,Infinix INBook X2 Plus Core i5 11th Gen,Infinix,Ultra-portable,2364.45,intel core i5 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system ultra-port
690,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/p/m/9/14a-ca0506tu-thin-and-light-laptop-hp-original-imagbmtfbpbkvyqz.jpeg?q=70,HP Chromebook x360 Intel Celeron Dual Core,HP, Student/Education,1429.45,intel celeron dual core processor 4 gb lpddr4 ram 64 bit chrome oper system student/educ
691,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/v/n/z/aspire-5-thin-and-light-laptop-acer-original-imag57xyz4zxngmv.jpeg?q=70,acer Aspire 5 Core i5 11th Gen,acer, Multimedia/Entertainment,2592.15,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system multimedia/entertain
692,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/t/e/hp-250-g8-notebook-hp-original-imaggy7xh7jnch35.jpeg?q=70,HP 250 G8 Core i3 11th Gen,HP, Budget Friendly,2199.945,intel core i3 processor (11th gen) 8 gb ddr4 ram do oper system budget friendli
694,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70,DELL Core i7 11th Gen,DELL, Business/Professional,5494.5,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession
697,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/i/m/15ihu6-gaming-laptop-lenovo-original-imagkwgwgbxysnr2.jpeg?q=70,Lenovo Intel Core i5 11th Gen,Lenovo, Business/Professional,3755.95,intel core i5 processor (11th gen) 16 gb ddr4 ram window 11 oper system business/profession
699,https://rukminim1.flixcart.com/image/312/312/j5723680/computer/c/n/f/dell-inspiron-notebook-original-imaevxzffrrwacbw.jpeg?q=70,DELL Core i5 5th Gen,DELL, Budget Friendly,3794.45,intel core i5 processor (5th gen) 8 gb ddr3 ram 64 bit window 10 oper system budget friendli
701,https://rukminim1.flixcart.com/image/312/312/k391w280/computer/x/a/h/asus-na-original-imafmewrxvc7ygmb.jpeg?q=70,ASUS VivoBook 14 Core i5 8th Gen,ASUS, Multimedia/Entertainment,3024.45,intel core i5 processor (8th gen) 8 gb ddr4 ram 64 bit window 10 oper system multimedia/entertain
704,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/d/s/h/na-thin-and-light-laptop-lenovo-original-imag3dz5ut6ds7eg.jpeg?q=70,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,Lenovo, Multimedia/Entertainment,3189.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system multimedia/entertain
705,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70,Infinix X1 Slim Series Core i5 10th Gen,Infinix,Ultra-portable,2089.45,intel core i5 processor (10th gen) 8 gb lpddr4x ram 64 bit window 11 oper system ultra-port
707,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70,MSI GF63 Thin Core i5 10th Gen,MSI, Gaming,2994.75,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
709,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/8/e/j/-original-imagckcffymgykfd.jpeg?q=70,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,ASUS, Gaming,5939.45,amd ryzen 7 octa core processor 16 gb ddr5 ram window 11 oper system game
710,https://rukminim1.flixcart.com/image/312/312/krxtrww0/computer/e/l/c/redmibook-15-e-learning-edition-thin-and-light-laptop-redmi-original-imag5m8jkjbaybeu.jpeg?q=70,RedmiBook 15 Core i3 11th Gen,Redmi, Budget Friendly,2474.45,intel core i3 processor (11th gen) 8 gb ddr4 ram window 10 oper system budget friendli
712,https://rukminim1.flixcart.com/image/312/312/jy7kyvk0/computer/z/7/7/lenovo-na-laptop-original-imafghtqfzhbaszn.jpeg?q=70,Lenovo Ideapad 520 Core i5 8th Gen,Lenovo, Multimedia/Entertainment,3565.155,intel core i5 processor (8th gen) 8 gb ddr4 ram 64 bit window 10 oper system multimedia/entertain
714,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,Infinix X1 Slim Series Core i7 10th Gen,Infinix,Ultra-portable,2584.45,intel core i7 processor (10th gen) 16 gb lpddr4x ram 64 bit window 11 oper system ultra-port
715,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/9/l/-original-imaghzahumgmsmj5.jpeg?q=70,DELL Core i5 11th Gen,DELL, Business/Professional,3794.45,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession
